CODE,SHORT_DESCRIPTION,LONG_DESCRIPTION,REF_WADS_DEPARTMENT_ID,applicability,quantification_purpose,quantification_of,entry_type,PoE,convey_type,conveyance,container_edge,Notes,product_pathway,product_subpathway,PATHWAY
1410,Violation - Regulated Garbage,Record 1 for a compliance agreement violation of the regulated garbage compliance agreement holder.  Source document would be a PPQ Form 518.,1,,,,,,,,,,,,
1155A,Animal Product Manufacturer's or Shipper's Statement Reviewed,"Animal Product Manufacturer's or Shipper's Statement Reviewed: Record the number of Animal Product Import Manufacture's or Shipper's statements reviewed.  These documents are produced by the manufacturer or shipper of the material, not a foreign government, and required to support the entry requirements of the imported material into or through the U.S.  Examples include: 1) Shipments imported under a VS Guideline; 2) Research material imported under a VS import permit; 3) Bulk shipments of FDA-approved drugs; and 4) Certain commercial shipments from Canada.",2,,,,,,,,,,,,
9001AP,"Airport Baggage QMIs Swine & Swine Products, Puerto Rico Origin",Record the weight in kg of Puerto Rico origin Swine & Swine Product QMIs from air passenger/crew baggage inspections.,1,,,,,,,,,,,,
9001B,"Airport Baggage QMIs Swine & Swine Products, Foreign Origin",Record the number of Dominican Republic or Haiti Origin Swine & Swine Products interceptions from air passenger/crew baggage inspection and weight in Kgs.,1,,,,,,,,,,,,
9002MP,"Mail Interceptions of Swine & Swine Products, Puerto Rico Origin",Record the weight in kg of Puerto Rico origin Swine & Swine Product interceptions from Mail inspection. Note: On 01/23/2023 CBP transition USVI-PR Predeparture Mail inspection activity to PPQ.,1,,,,,,,,,,,,
9001AC,"Airport Baggage QMIs Swine & Swine Products, USVI ",Record the weight in kg of USVI origin Swine & Swine Product QMIs from air passenger/crew baggage inspections.,2,,,,,,,,,,,,
9002MC,"USPS Mail Interceptions of Swine & Swine Products, (USVI) CBP PR Ops",Record the number of USVI Swine & Swine Product interceptions from Mail 287 inspection and weight in Kgs.,2,,,,,,,,,,,,
9003M,"USPS Express Mail Interceptions of Swine & Swine Products, (USVI) CBP PR  ",Record the number of USVI Swine & Swine Product interceptions from Mail 287 inspection and weight in Kgs.,2,,,,,,,,,,,,
9003E,"Cargo ECOs Interceptions of Swine and Swine products, PR Origin","Record the weight in kg of Puerto Rico origin Swine & Swine Product interceptions/seizures from Cargo ECO (Fedex, UPS, DHL, etc..) inspections (for PPQ use).",1,,,,,,,,,,,,
1092E,Cargo ECOs Inspections of regulated plant materials ,"Record by bill of lading the number of inspections performed in cargo ECOs (FedEx, UPS, DHL, other).",1,,,,,,,,,,,,
1092F,Cargo ECOs Interceptions of regulated Plant Materials,"Record the weight in kg of regulated plant seizures intercepted from Predeparture Cargo ECO (FedEx, UPS, DHL, etc.) inspection.",1,,,,,,,,,,,,
9203E,O/T Cargo ECOs interceptions of swine and swine products PR Origin,Report the weight in kg of swine and swine products of PR origin intercepted in overtime.,1,,,,,,,,,,,,
2092E,O/T Cargo ECOs inspections of regulated plant materials,Report number of inspection of regulated plants materials in Overtime,1,,,,,,,,,,,,
2092F,O/T Cargo ECOs Interceptions of regulated plant materials,Report number of interceptions of regulated plants materials in Overtime,1,,,,,,,,,,,,
1102IR,"Cargo Irradiation Treatments, Airport (activity supported by appropriated funds PR/HI ONLY)",Report the number of cargo Irradiation treatments performed during the regular hours of service for commodities to the mainland.,1,,,,,,,,,,,,
1102MB,"Cargo Methyl Bromide Fumigations, Airport (supported by appropriated funds PR/HI ONLY)",Report the number of cargo Methyl Bromide Fumigations performed during the regular hours of service for commodities to the mainland,1,,,,,,,,,,,,
1102PF,"Cargo Phosphine Fumigations, Airport (activity supported by appropriated funds PR/HI ONLY)",Report the number of cargo Phosphine fumigations performed during the regular hours of service for commodities to the mainland,1,,,,,,,,,,,,
1102HW,"Cargo Hot Water Treatments, Airport (activity supported by appropriated funds PR/HI ONLY)",Report the number of cargo Hot Water treatments performed during the regular hours of service for commodities to the mainland,1,,,,,,,,,,,,
1102DE,"Cargo Delinting Treatments, Airport (activity supported by appropriated funds PR/HI ONLY)",Report the number of cargo Delinting treatments performed during the regular hours of service for commodities to the mainland,1,,,,,,,,,,,,
1102VH,"Cargo Vapor Heat Treatments, Airport (activity supported by appropriated funds PR/HI ONLY)",Report the number of cargo Vapor Heat treatments performed during the regular hours of service for commodities to the mainland,1,,,,,,,,,,,,
2102IR,"O/T Cargo Irradiation Treatments, Airport (activity supported by appropriated funds PR/HI ONLY)",Report the number of cargo Irradiation treatments performed during the overtime hours of service for commodities to the mainland.,1,,,,,,,,,,,,
2102MB,"O/T Cargo Methyl Bromide Fumigations, Airport (activity supported by appropriated funds PR/HI ONLY)",Report the number of cargo Methyl Bromide Fumigations performed during the overtime hours of service for commodities to the mainland,1,,,,,,,,,,,,
2102PF,"O/T Cargo Phosphine Fumigations, Airport (supported by appropriated funds PR/HI ONLY)",Report the number of cargo Phosphine fumigations performed during the overtime hours of service for commodities to the mainland,1,,,,,,,,,,,,
2102HW,"O/T Cargo Hot Water Treatments, Airport (activity supported by appropriated funds PR/HI ONLY)",Report the number of cargo Hot Water treatments performed during the overtime hours of service for commodities to the mainland,1,,,,,,,,,,,,
2102DE,"O/T Cargo Delinting Treatments, Airport (activity supported by appropriated funds PR/HI ONLY)",Report the number of cargo Delinting treatments performed during the overtime hours of service for commodities to the mainland,1,,,,,,,,,,,,
2102VH,"O/T Cargo Vapor Heat Treatments, Airport (activity supported by appropriated funds PR/HI ONLY)",Report the number of cargo Vapor Heat treatments performed during the overtime hours of service for commodities to the mainland,1,,,,,,,,,,,,
2091B,"O/T Inspections, Domestic Vessels Pax/Crew",Report the number of passenger and crew processed through Maritime vessels on overtime whether actual physical inspection of their baggage was or was not conducted.,1,,,,,,,,,,,,
2091C,"O/T Inspections, USVA Air Passenger/Crew","Record the number of actual passengers/crew departing from the U.S. Virgin Islands to the U.S. mainland or other U.S. territory that are referred to agricultural secondary for inspection. Utilization of an X-ray is considered a form of inspection for this code, even though the luggage was not physically opened. Source is CBP USEC. Provide the total derived from the field ""Number of passengers on declaration"" for CBP Agriculture Secondary Inspection records created in USEC. Record actual counts only; do not record estimates or formula calculations.",2,,,,,,,,,,,,
2098,Interceptions - Plant,"Report the number of plant QMIs intercepted in Overtime from pre departure baggage inspections in PR, HI or VI.  -  HISTORICAL CODE",1,,,,,,,,,,,,
2098B,"QMIs, Plant, Cargo (ARM Team/Dev please remove word ""QMIs"" and replace it with ""Seized,"")",Report the number of plant QMIs intercepted in Overtime from Pre-departure cargo inspections.,1,,,,,,,,,,,,
2098C,"Seized Plant, Domestic Mail (PR Aguada)",Report the number of regulated articles intercepted in Overtime from Predeparture mail,1,,,,,,,,,,,,
2098E,"QMIs, Plant, PreDeparture Baggage",Report the number of plant QMIs intercepted in Overtime from Pre-departure baggage inspections,1,,,,,,,,,,,,
1074FB,Land Border QMIs Ruminant Byproducts - Passenger Train,"Passenger Train Ruminant Meat/Meat Product is an agricultural product specifically regulated by 9 CFR; it includes only the edible animal materials (i.e., for human consumption).  Ingredients lists should be checked for meat products; determine and record the dominant meat type.  Record the number of ruminant meat / meat product / meat byproduct interceptions from passenger train inspections.",2,,,,,,,,,,,,
1074EB,Land Border regulated/prohibited Swine Byproducts - Rail Cargo,"Rail Cargo Swine Byproduct is an agricultural product specifically regulated by 9 CFR; it includes only the inedible animal materials (i.e., not for human consumption).  Record the number of swine byproduct interceptions found as a result of rail car inspections.",2,,,,,,,,,,,,
1074EA,Land Border regulated/prohibited Ruminant Byproducts - Rail Cargo,"Rail Cargo Ruminant Meat/Meat Product is an agricultural product specifically regulated by 9 CFR; it includes only the edible animal materials (i.e., for human consumption).  Ingredients lists should be checked for meat products; determine and record the dominant meat type.  Record the number of ruminant meat / meat product / meat byproduct interceptions found as a result of from rail car inspections.",2,,,,,,,,,,,,
1074DB,Land Border QMIs Swine Byproducts - Bus,"Bus Cargo Swine Byproduct is an agricultural product specifically regulated by 9 CFR; it includes only the inedible animal materials (i.e., not for human consumption).  Record the number of swine byproduct interceptions from commercial bus inspections.",2,,,,,,,,,,,,
1074DA,Land Border QMIs Ruminant Byproducts - Bus,"Bus Ruminant Meat/Meat Product is an agricultural product specifically regulated by 9 CFR; it includes only the edible animal materials (i.e., for human consumption).  Ingredients lists should be checked for meat products; determine and record the dominant meat type.  Record the number of ruminant meat / meat product / meat byproduct interceptions from commercial bus inspections.",2,,,,,,,,,,,,
1074CB,Land Border regulated/prohibited Swine Byproducts - Truck Cargo,"Truck Cargo Swine Byproduct is an agricultural product specifically regulated by 9 CFR; it includes only the inedible animal materials (i.e., not for human consumption).  Record the number of swine byproduct interceptions found as a result of a cargo inspection.",2,,,,,,,,,,,,
1074CA,Land Border regulated/prohibited Ruminant Byproducts - Truck Cargo,"Truck Cargo Ruminant Meat/Meat Product is an agricultural product specifically regulated by 9 CFR; it includes only the edible animal materials (i.e., for human consumption).  Ingredients lists should be checked for meat products; determine and record the dominant meat type.  Record the number of ruminant meat / meat product / meat byproduct interceptions found as a result of a cargo inspection.",2,,,,,,,,,,,,
1072FC,Land Border QMIs Swine Meat/Meat Products - Passenger Train,"Passenger Train Swine Meat/Meat Product is an agricultural product specifically regulated by 9 CFR; it includes only the edible animal materials (i.e., for human consumption).  Ingredients lists should be checked for meat products; determine and record the dominant meat type.  Record the number of swine meat / meat product / meat byproduct interceptions found as a result of a passenger train inspection.",2,,,,,,,,,,,,
