task,owner,sub_category,start_date,completion_comments,Animal.kg,Plant.kg,lat,lon,PATHWAY,how_many,entry_type,aqim_based,COMMODITY_DISPLAY_NAME
TK:22533:19,Puerto Rico,IBL 19-092,2019-08-23T10:00:00Z,"Animal: 5.4#
Plant: 1.0#",2.4493968,0.453592,17.96308,-67.21452,IBL,,passenger,NA,Animal_IBL
TK:2222:20,Puerto Rico,IBL 19-091,2019-08-26T10:00:00Z,"Animal: 19.00#
Plant: 7.50#",8.618248,3.4019399999999997,18.41919,-67.15661,IBL,,passenger,NA,Animal_IBL
TK:2217:20,Puerto Rico,IBL 19-089,2019-08-25T10:00:00Z,"Animal: 14.50#
Plant: 30.00#",6.577084,13.607759999999999,18.01281,-67.1702,IBL,,passenger,NA,Animal_IBL
TK:2198:20,Puerto Rico,IBL 19-087,2019-08-15T10:00:00Z,"Animal: 3.60#
Plant: 1.60#",1.6329312,0.7257472,18.05682,-67.20161,IBL,,passenger,NA,Animal_IBL
TK:2190:20,Puerto Rico,IBL 19-086,2019-08-14T09:00:00Z,"Animal # 0.00
Plant # 1.00",0,0.453592,18.51234,-67.1057,IBL,,passenger,NA,Animal_IBL
TK:22532:19,Puerto Rico,IBL 19-085,2019-08-13T10:00:00Z,"Animal: 15.8#
Plant: 0.00",7.1667536,0,18.29211,-67.19845,IBL,,passenger,NA,Animal_IBL
TK:22530:19,Puerto Rico,IBL 19-083,2019-08-09T10:00:00Z,"Animal: 6.00#
Plant: 21.6#",2.721552,9.7975872,18.51569,-67.08908,IBL,,passenger,NA,Animal_IBL
TK:22528:19,Puerto Rico,IBL 19-082,2019-08-09T10:00:00Z,"Animal: 6.25#
Plant: 4.15#",2.83495,1.8824068,18.37541,-67.24016,IBL,,passenger,NA,Animal_IBL
TK:22523:19,Puerto Rico,IBL 19-081,2019-08-03T10:00:00Z,"Animal: 8.00#
Plant: 5.6#",3.628736,2.5401152,18.51419,-67.0545,IBL,,passenger,NA,Animal_IBL
TK:22518:19,Puerto Rico,IBL 19-080,2019-07-29T10:00:00Z,"Animal: 1.00#
Plant: 5.4#",0.453592,2.4493968,18.36592,-67.26967,IBL,,passenger,NA,Animal_IBL
TK:21439:19,Puerto Rico,IBL 19-079,2019-07-24T10:00:00Z,"Animal: 0.0625 #
Plant: 8.9375",0.0283495,4.0539785,18.01313,-67.17051,IBL,,passenger,NA,Animal_IBL
TK:21419:19,Puerto Rico,IBL 19-078,2019-07-23T10:00:00Z,"Animal: 0.00 #
Plant: 5.00 #",0,2.26796,18.51291,-67.04041,IBL,,passenger,NA,Animal_IBL
TK:18795:19,Puerto Rico,IBL 19-077,2019-07-12T09:00:00Z,"Animal # 27.00
Plant # 1.00",12.246984,0.453592,18.51035,-67.0207,IBL,,passenger,NA,Animal_IBL
TK:2191:20,Puerto Rico,IBL 19-076,2019-07-10T10:00:00Z,"Animal: 12.50 #
Plant: 12.50 #",5.6699,5.6699,18.29244,-67.19801,IBL,,passenger,NA,Animal_IBL
TK:2189:20,Puerto Rico,IBL 19-075,2019-07-09T09:00:00Z,"Animal # 3.00
Plant #10.30",1.360776,4.6719976,18.29233,-67.19802,IBL,,passenger,NA,Animal_IBL
TK:2188:20,Puerto Rico,IBL 19-074,2019-07-05T09:00:00Z,"Animal # 4.00
Plant #0.00",1.814368,0,18.29214,-67.19855,IBL,,passenger,NA,Animal_IBL
TK:19075:19,Puerto Rico,IBL 19-072,2019-06-27T10:00:00Z,"Animal: 0 #
Plant: 0.5 #",0,0.226796,18.51259,-67.11884,IBL,,passenger,NA,Animal_IBL
TK:18810:19,Puerto Rico,IBL 19-071,2019-06-27T10:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.05939,-67.20049,IBL,,passenger,NA,Animal_IBL
TK:18794:19,Puerto Rico,IBL 19-070,2019-06-26T09:00:00Z,"Animal # 0.00
Plant # 0.40",0,0.1814368,17.95325,-67.21264,IBL,,passenger,NA,Animal_IBL
TK:2186:20,Puerto Rico,IBL 19-068,2019-06-06T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.4046,-67.17961,IBL,,passenger,NA,Animal_IBL
TK:16229:19,Puerto Rico,IBL 19-067,2019-06-06T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.51079,-67.12806,IBL,,passenger,NA,Animal_IBL
TK:15905:19,Puerto Rico,IBL 19-066,2019-05-30T09:00:00Z,"Animal # 10.00
Plant # 25.00",4.53592,11.3398,18.29358,-67.20505,IBL,,passenger,NA,Animal_IBL
TK:15897:19,Puerto Rico,IBL 19-065,2019-05-28T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.35125,-67.26595,IBL,,passenger,NA,Animal_IBL
TK:15893:19,Puerto Rico,IBL 19-064,2019-05-28T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.16639,-67.184,IBL,,passenger,NA,Animal_IBL
TK:15886:19,Puerto Rico,IBL 19-063,2019-05-25T09:00:00Z,"Animal # 0.00
Plant # 1.00",0,0.453592,18.37645,-67.2381,IBL,,passenger,NA,Animal_IBL
TK:15885:19,Puerto Rico,IBL 19-062,2019-05-25T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.51097,-67.12667,IBL,,passenger,NA,Animal_IBL
TK:15884:19,Puerto Rico,IBL 19-061,2019-05-23T09:00:00Z,"Animal # 16.50
Plant # 24.50",7.484268,11.113004,18.01314,-67.16972,IBL,,passenger,NA,Animal_IBL
TK:15881:19,Puerto Rico,IBL 19-060,2019-05-20T09:00:00Z,"Animal # 0.00
Plant # 15.00",0,6.8038799999999995,18.5032,-67.14439,IBL,,passenger,NA,Animal_IBL
TK:15880:19,Puerto Rico,IBL 19-059,2019-05-15T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.498,-67.15,IBL,,passenger,NA,Animal_IBL
TK:15875:19,Puerto Rico,IBL 19-058,2019-05-12T09:00:00Z,"Animal # 4.50
Plant # 2.00",2.041164,0.907184,18.33487,-67.25344,IBL,,passenger,NA,Animal_IBL
TK:15874:19,Puerto Rico,IBL 19-057,2019-05-01T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.3205,-65.25598,IBL,,passenger,NA,Animal_IBL
TK:15873:19,Puerto Rico,IBL 19-056,2019-04-28T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.48993,-67.1577,IBL,,passenger,NA,Animal_IBL
TK:15869:19,Puerto Rico,IBL 19-055,2019-04-25T09:00:00Z,"Animal # 0.00
Plant # 11.00",0,4.9895119999999995,18.46884,-66.45773,IBL,,passenger,NA,Animal_IBL
TK:15868:19,Puerto Rico,IBL 19-054,2019-04-18T09:00:00Z,"Animal # 0.50
Plant # 0.50",0.226796,0.226796,18.47744,-66.51251,IBL,,passenger,NA,Animal_IBL
TK:15867:19,Puerto Rico,IBL 19-053,2019-04-17T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.29224,-67.19849,IBL,,passenger,NA,Animal_IBL
TK:15863:19,Puerto Rico,IBL 19-052,2019-04-12T09:00:00Z,"Animal # 0.00
Plant # 2.20",0,0.9979024000000001,18.48978,-66.60471,IBL,,passenger,NA,Animal_IBL
TK:10631:19,Puerto Rico,IBL 19-051,2019-03-31T09:00:00Z,"Animal # 4.00
Plant # 15.00",1.814368,6.8038799999999995,18.33431,-67.25329,IBL,,passenger,NA,Animal_IBL
TK:9721:19,Puerto Rico,IBL 19-050,2019-03-29T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.48393,-66.52746,IBL,,passenger,NA,Animal_IBL
TK:9259:19,Puerto Rico,IBL 19-049,2019-03-23T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.40278,-67.18361,IBL,,passenger,NA,Animal_IBL
TK:10645:19,Puerto Rico,IBL 19-048,2019-03-22T09:00:00Z,"Animal# 0.00
Plant # 0.00",0,0,18.08351,-67.94562,IBL,,passenger,NA,Animal_IBL
TK:9258:19,Puerto Rico,IBL 19-047,2019-03-21T09:00:00Z,"Animal # 14.00
Plant # 4.00",6.350288,1.814368,18.49117,-67.15475,IBL,,passenger,NA,Animal_IBL
TK:10636:19,Puerto Rico,IBL 19-046,2019-03-21T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.48527,-66.91833,IBL,,passenger,NA,Animal_IBL
TK:9253:19,Puerto Rico,IBL 19-045,2019-03-18T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.29235,-67.19826,IBL,,passenger,NA,Animal_IBL
TK:10638:19,Puerto Rico,IBL 19-044,2019-03-06T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.37081,-67.25699,IBL,,passenger,NA,Animal_IBL
TK:7903:19,Puerto Rico,IBL 19-043,2019-02-09T09:00:00Z,"Animal # 4.20
Plant # 0.20",1.9050864,0.0907184,18.48653,-67.16486,IBL,,passenger,NA,Animal_IBL
TK:7897:19,Puerto Rico,IBL 19-042,2019-02-09T09:00:00Z,"Animal # 2.00
Plant # 0.70",0.907184,0.3175144,18.09198,-67.19866,IBL,,passenger,NA,Animal_IBL
TK:10639:19,Puerto Rico,IBL 19-041,2019-02-07T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.36546,-67.2697,IBL,,passenger,NA,Animal_IBL
TK:7853:19,Puerto Rico,IBL 19-040,2019-02-06T09:00:00Z,"Animal # 0.00
Plants # 0.00",0,0,18.46993,-66.45229,IBL,,passenger,NA,Animal_IBL
TK:10641:19,Puerto Rico,IBL 19-039,2019-02-03T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.36627,-67.26937,IBL,,passenger,NA,Animal_IBL
TK:7893:19,Puerto Rico,IBL 19-038,2019-02-02T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,17.94883,-66.91139,IBL,,passenger,NA,Animal_IBL
TK:7850:19,Puerto Rico,IBL 19-037,2019-01-29T16:30:00Z,"Animal # 5.00
Plant # 0.10",2.26796,0.0453592,18.49084,-66.61127,IBL,,passenger,NA,Animal_IBL
TK:7890:19,Puerto Rico,IBL 19-036,2019-01-29T09:00:00Z,"Animal # 9.50
Plant # 3.90",4.309124,1.7690088,18.01286,-67.16995,IBL,,passenger,NA,Animal_IBL
TK:6574:19,Puerto Rico,IBL 19-035,2019-01-28T06:00:00Z,No animal or other products found.,NA,NA,18.43786,-65.87702,IBL,,passenger,NA,Animal_IBL
TK:7882:19,Puerto Rico,IBL 19-034,2019-01-22T09:00:00Z,"Animal # 2.50
Plant # 1.00",1.13398,0.453592,18.29217,-67.19837,IBL,,passenger,NA,Animal_IBL
TK:5867:19,Puerto Rico,IBL 19-032,2019-01-15T11:00:00Z,"Animal # 0.00
Plant # 1.00",0,0.453592,18.43242,-65.83697,IBL,,passenger,NA,Animal_IBL
TK:6766:19,Puerto Rico,IBL 19-030,2019-01-10T09:00:00Z,"Animal # 4.00
Plant # 2.00",1.814368,0.907184,18.39408,-67.19265,IBL,,passenger,NA,Animal_IBL
TK:6765:19,Puerto Rico,IBL 19-029,2019-01-08T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.47248,-67.16894,IBL,,passenger,NA,Animal_IBL
TK:7542:19,Puerto Rico,IBL 19-028,2018-12-26T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,17.96625,-66.80601,IBL,,passenger,NA,Animal_IBL
TK:6749:19,Puerto Rico,IBL 19-027,2018-12-25T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.48549,-66.89302,IBL,,passenger,NA,Animal_IBL
TK:6725:19,Puerto Rico,IBL 19-026,2018-12-20T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.29225,-67.1983,IBL,,passenger,NA,Animal_IBL
TK:6723:19,Puerto Rico,IBL 19-024,2018-12-18T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.01288,-67.16996,IBL,,passenger,NA,Animal_IBL
TK:5866:19,Puerto Rico,IBL 19-023,2018-12-14T06:00:00Z,"Animal #0
Plant #1",0,0.453592,18.49117,-67.15484,IBL,,passenger,NA,Animal_IBL
TK:6702:19,Puerto Rico,IBL 19-022,2018-12-12T09:00:00Z,"Animal # 25.00
Plant # 10.00",11.3398,4.53592,18.4909,-67.15552,IBL,,passenger,NA,Animal_IBL
TK:5217:19,Puerto Rico,IBL 19-021,2018-12-07T06:00:00Z,"Product recovered
Animal # 5.00
Plant # 0.00",2.26796,0,18.24031,-67.1735,IBL,,passenger,NA,Animal_IBL
TK:5212:19,Puerto Rico,IBL 19-020,2018-12-07T06:00:00Z,"Product recovered
Animal # 13.50
Plant # 3.50",6.123492,1.587572,18.29218,-67.19842,IBL,,passenger,NA,Animal_IBL
TK:5211:19,Puerto Rico,IBL 19-019,2018-12-06T06:00:00Z,NA,NA,NA,18.01778,-65.83276,IBL,,passenger,NA,Animal_IBL
TK:5204:19,Puerto Rico,IBL 19-018,2018-12-06T06:00:00Z,"Animal #0.00
Plant # 0.00",0,0,17.97213,-67.03049,IBL,,passenger,NA,Animal_IBL
TK:5202:19,Puerto Rico,IBL 19-017,2018-11-29T06:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.45861,-67.16463,IBL,,passenger,NA,Animal_IBL
TK:5195:19,Puerto Rico,IBL 19-016,2018-11-27T06:00:00Z,"Product recovered
Animal # 8.25
Plant # 6.25",3.742134,2.83495,18.0129,-67.17,IBL,,passenger,NA,Animal_IBL
TK:5191:19,Puerto Rico,IBL 19-015,2018-11-27T06:00:00Z,"Products recovered
Animal # 14.50
Plant # 10.50",6.577084,4.762716,18.4808,-66.70125,IBL,,passenger,NA,Animal_IBL
TK:5190:19,Puerto Rico,IBL 19-014,2018-11-26T06:00:00Z,"Products recovered
Animal # 7.50
Plant # 0.00",3.4019399999999997,0,18.51542,-67.0961,IBL,,passenger,NA,Animal_IBL
TK:5158:19,Puerto Rico,IBL 19-013,2018-11-24T06:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.51285,-67.04043,IBL,,passenger,NA,Animal_IBL
TK:5187:19,Puerto Rico,IBL 19-012,2018-11-24T06:00:00Z,"Product recovered
Animal # 4.50
Plant # 0.00",2.041164,0,18.37147,-67.25443,IBL,,passenger,NA,Animal_IBL
TK:5156:19,Puerto Rico,IBL 19-011,2018-11-21T06:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.11485,-67.18242,IBL,,passenger,NA,Animal_IBL
TK:5184:19,Puerto Rico,IBL 19-010,2018-11-14T06:00:00Z,Only plant/fruit/vegetable products found,NA,NA,18.44504,-65.91533,IBL,,passenger,NA,Animal_IBL
TK:5182:19,Puerto Rico,IBL 19-009,2018-11-13T06:00:00Z,"Products recovered
Animal # 45.00
Plant # 1.50",20.41164,0.680388,18.50709,-67.00976,IBL,,passenger,NA,Animal_IBL
TK:5179:19,Puerto Rico,IBL 19-008,2018-11-12T06:00:00Z,"Animal # 0.00
Plant # 21.50",0,9.752228,18.37147,-67.25443,IBL,,passenger,NA,Animal_IBL
TK:5172:19,Puerto Rico,IBL 19-007,2018-11-09T06:00:00Z,"animal # 7.00
Plant # 3.00",3.175144,1.360776,18.29218,-67.19842,IBL,,passenger,NA,Animal_IBL
TK:5167:19,Puerto Rico,IBL 19-006,2018-10-31T07:00:00Z,"Animal # 0.00
Plant # 11.50",0,5.216308,18.48374,-66.34961,IBL,,passenger,NA,Animal_IBL
TK:5155:19,Puerto Rico,IBL 19-005,2018-10-29T07:00:00Z,"animal # 12.75
Plant # 7.75",5.783298,3.515338,18.49135,-67.15439,IBL,,passenger,NA,Animal_IBL
TK:5166:19,Puerto Rico,IBL 19-004,2018-10-26T07:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.48686,-66.92461,IBL,,passenger,NA,Animal_IBL
TK:5154:19,Puerto Rico,IBL 19-003,2018-10-15T07:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.44133,-65.88411,IBL,,passenger,NA,Animal_IBL
TK:5160:19,Puerto Rico,IBL 19-002,2018-10-12T07:00:00Z,"Animal # 20.25
Plant # 2.75",9.185238,1.2473779999999999,17.97804,-66.61866,IBL,,passenger,NA,Animal_IBL
TK:5159:19,Puerto Rico,IBL 19-001,2018-10-07T07:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,17.97804,-66.61866,IBL,,passenger,NA,Animal_IBL
